x,y,z_top,z_bot,Sxx_jump,Syy_jump,Szz_jump,Sxy_jump,Syz_jump,Sxz_jump,tx_jump,ty_jump,tz_jump,tmag_jump
0.35000001,0.05,0.06892740819603205,-0.08162048645317554,-0.0033957795,-0.0008332756,0.0006515874,3.6868723e-06,3.652792e-05,-0.008428819,-0.008428818546235561,3.652791929198429e-05,0.0006515873828902841,0.008454045332963041
0.35000001,0.15,0.06861144583672285,-0.08430233411490917,-0.003412038,-0.00084704766,0.00063685875,1.2010738e-05,0.000117626965,-0.008471997,-0.008471997454762459,0.00011762696522055194,0.0006368587492033839,0.00849671501480928
0.35000001,0.25000001,0.06829548347741365,-0.08698418270796537,-0.0034537828,-0.00088868337,0.0005819098,2.3698023e-05,0.00023509012,-0.00856593,-0.008565929718315601,0.00023509011953137815,0.0005819097859784961,0.00858889039995512
0.35000001,0.35000001,0.06797952111810446,-0.08966603130102158,-0.0035183667,-0.00096443633,0.00046085357,2.782762e-05,0.00038888713,-0.008745639,-0.008745638653635979,0.00038888712879270315,0.0004608535673469305,0.008766402607081697
0.35000001,0.45,0.06766355969011784,-0.09234787989407778,-0.0039470815,-0.0012942057,-0.0006963243,-1.7604267e-05,0.0010472441,-0.008963785,-0.008963785134255886,0.0010472440626472235,-0.0006963242776691914,0.009051576191997071
0.45,-0.45,0.05279167811386287,-0.08453258872032166,-0.0051525934,-0.0019836612,-0.0015996576,-1.1111515e-05,-0.0005063616,-0.01367747,-0.01367747038602829,-0.0005063615972176194,-0.0015996575821191072,0.013780003723070932
0.45,-0.35000001,0.052475715754553676,-0.08721443638205528,-0.00487521,-0.0017545674,-0.00090313173,-3.2162447e-05,-0.00013142305,-0.01299633,-0.012996329925954342,-0.0001314230466959998,-0.0009031317313201725,0.013028334908405471
0.45,-0.25000001,0.052159754326567054,-0.08989628497511148,-0.0048210258,-0.0017148578,-0.00085920456,-1.96636e-05,-8.451483e-05,-0.012808287,-0.01280828658491373,-8.451483154203743e-05,-0.0008592045633122325,0.012837350991526568
0.45,-0.15,0.05184379196725786,-0.09257813449949026,-0.004781366,-0.0016880236,-0.0008258051,-8.934694e-06,-4.067617e-05,-0.012695141,-0.01269514113664627,-4.06761682825163e-05,-0.0008258051238954067,0.012722036673924754
0.45,-0.05,0.05152782960794866,-0.09525998309254646,-0.0047657085,-0.0016790727,-0.0008169085,-2.6517791e-06,-1.27233125e-05,-0.012647052,-0.012647052295506,-1.2723312465823255e-05,-0.0008169084903784096,0.012673414422703774
0.45,0.05,0.051211867248639464,-0.09794183075428009,-0.0047657085,-0.0016790727,-0.0008169085,2.6517791e-06,1.27233125e-05,-0.012647052,-0.012647052295506,1.2723312465823255e-05,-0.0008169084903784096,0.012673414422703774
0.45,0.15,0.05089590488933027,-0.10062367934733629,-0.004781366,-0.0016880236,-0.0008258051,8.934694e-06,4.067617e-05,-0.012695141,-0.01269514113664627,4.06761682825163e-05,-0.0008258051238954067,0.012722036673924754
0.45,0.25000001,0.05057994253002107,-0.10330552700906992,-0.0048210258,-0.0017148578,-0.00085920456,1.96636e-05,8.451483e-05,-0.012808287,-0.01280828658491373,8.451483154203743e-05,-0.0008592045633122325,0.012837350991526568
0.45,0.35000001,0.050263980170711875,-0.10598737467080355,-0.00487521,-0.0017545674,-0.00090313173,3.2162447e-05,0.00013142305,-0.01299633,-0.012996329925954342,0.0001314230466959998,-0.0009031317313201725,0.013028334908405471
0.45,0.45,0.04994801781140268,-0.10866922326385975,-0.0051525934,-0.0019836612,-0.0015996576,1.1111515e-05,0.0005063616,-0.01367747,-0.01367747038602829,0.0005063615972176194,-0.0015996575821191072,0.013780003723070932
